"","STRUCTURE_NUMBER_008","YEAR_BUILT_027","COUNTY_CODE_003","DECK_COND_058","LAT_016","LONG_017","TOTAL_IMP_COST_096"
"2675","B40004000010000",1959,79,"7",43015410,87581329,997
"2676","B40004000020000",1959,79,"7",43015581,87581370,1190
"2677","B40004000030000",1959,79,"7",43015779,87581388,2171
"2678","B40004000040000",1959,79,"7",43015549,87581327,0
"2679","B40004000050000",1959,79,"7",43015717,87581275,1876
"2680","B40004100000000",1959,79,"8",43015797,87581225,746
"2681","B40004200000000",1959,79,"6",43020000,87581200,1490
"2682","B40004300000000",1960,79,"7",43020250,87565230,1236
"2683","B40004600000000",1959,79,"7",43015028,87584425,1034
"2684","B40004700000000",1959,79,"5",43015400,87584200,853
"2685","B40004800000000",1959,79,"7",43014899,87584970,1358
"2686","B40004900010000",1959,79,"8",43016000,87581200,2239
"2687","B40004900020000",1959,79,"8",43016000,87581200,1304
"2688","B40004900030000",1959,79,"8",43016000,87580600,0
"2689","B40004900040000",1959,79,"8",43020000,87580600,0
"2690","B40004900050000",1959,79,"7",43016000,87580600,1990
"2691","B40004900060000",1959,79,"7",43016000,87580000,0
"2692","B40005000000000",1959,79,"5",43020048,87580149,0
"2693","B40005200000000",1958,79,"6",43022311,87582142,1162
"2694","B40005300000000",1959,79,"5",43025580,87582000,1348
"2695","B40005400000000",1958,79,"N",43070974,87590242,0
"2696","B40005500000000",1960,79,"8",43021800,87581200,1559
"2697","B40005600000000",1958,79,"6",43026000,87581800,1778
"2698","B40005700000000",1960,79,"7",43020620,87564770,1509
"2699","B40005800000000",1957,79,"N",42584800,87565400,0
"2700","B40006000000000",1960,79,"7",43032591,87581735,1574
"2701","B40006100000000",2002,79,"N",43095259,87584734,0
"2702","B40006200000000",2004,79,"7",43026000,87544000,0
"2703","B40006300000000",1960,79,"6",43022910,87582340,0
"2704","B40006400000000",1960,79,"6",43022920,87582270,0
"2705","B40006600000000",1959,79,"5",43061006,87550455,0
"2706","B40006700000000",1962,79,"4",43061370,87550730,2207
"2707","B40006800000000",1964,79,"6",43070914,87570202,591
"2708","B40007000000000",1959,79,"4",42594129,88004329,507
"2709","B40007100000000",1959,79,"4",42592352,88002816,417
"2710","B40007200000000",1960,79,"7",43045756,87551484,1694
"2711","B40007300000000",1960,79,"7",43055973,87550514,0
"2712","B40007400000000",1960,79,"7",43052115,87551966,1383
"2713","B40007500000000",1959,79,"5",42545062,88024146,0
"2714","B40007600000000",1961,79,"6",43050444,87551602,586
"2715","B40007700000000",1960,79,"6",42582419,87593595,340
"2716","B40007800000000",1961,79,"7",43051340,87551675,3456
"2717","B40007900000000",1960,79,"6",43070876,87580334,0
"2718","B40008100000000",1960,79,"6",43014800,87591200,0
"2719","B40008200000000",1960,79,"6",43014894,87593397,0
"2720","B40008300000000",1960,79,"7",43015021,87593195,0
"2721","B40008400000000",1961,79,"7",43014811,87595179,0
"2722","B40008500000000",1961,79,"7",43014940,87594958,0
"2723","B40008600000000",1963,79,"9",43014723,88000044,1119
"2724","B40008700000000",1963,79,"7",43014891,87595817,0
"2725","B40009000000000",1963,79,"5",43013793,88010342,0
"2726","B40009400000000",1960,79,"7",43012490,88021149,871
"2727","B40009600000000",1960,79,"7",43013021,88021220,0
"2728","B40009700000000",1960,79,"7",43013020,88021115,0
"2729","B40009800000000",1963,79,"7",43013000,88020852,0
"2730","B40009900000000",1963,79,"6",43013011,88020731,1105
"2731","B40010100000000",1963,79,"5",43014152,88015869,1041
"2732","B40010400000000",1963,79,"6",43013526,88021064,0
"2733","B40010500000000",1963,79,"7",43014176,88020708,1147
"2734","B40010700000000",1961,79,"6",43014056,88025063,1297
"2735","B40010800000000",1961,79,"6",43013839,88024933,0
"2736","B40011100000000",1963,79,"6",43015180,88032610,0
"2737","B40011200000000",1963,79,"5",43015310,88032460,0
"2738","B40011300000000",1961,79,"5",43014800,88034650,0
"2739","B40011400000000",1961,79,"5",43015040,88034460,0
"2740","B40011500000000",1962,79,"6",43053564,87551858,0
"2741","B40011600000000",1961,79,"5",43053129,87551816,872
"2742","B40011700000000",1961,79,"5",43053304,87552062,793
"2743","B40011800000000",1962,79,"6",42584665,88022226,2106
"2744","B40011900000000",1963,79,"6",42591800,88021800,0
"2745","B40012000000000",1963,79,"6",42591800,88021800,0
"2746","B40012300000000",1960,79,"6",42595400,88021800,0
"2747","B40012400000000",1961,79,"6",42595497,88021620,0
"2748","B40012500000000",1963,79,"6",43000887,88021915,1608
"2749","B40012600000000",1962,79,"7",43003691,88021298,0
"2750","B40012700000000",1962,79,"7",43003485,88021170,0
"2751","B40013500000000",1962,79,"7",43031709,88024108,0
"2752","B40013600000000",1962,79,"7",43031950,88025247,0
"2753","B40013800000000",1961,79,"7",43033694,88031268,0
"2754","B40013900000000",1961,79,"8",43033600,88031200,0
"2755","B40014300000000",1962,79,"5",43014590,88042100,1386
"2756","B40014400000000",1962,79,"5",43014800,88035950,1386
"2757","B40014500000000",1903,79,"7",43033104,87531273,0
"2758","B40014600000000",1964,79,"5",43071074,88002085,1244
"2759","B40014700000000",1960,79,"N",43021058,87581370,226
"2760","B40014800000000",1986,79,"N",43004911,88032623,0
"2761","B40014900000000",1962,79,"4",43083891,87545351,1154
"2762","B40015100000000",1963,79,"7",42574200,88004200,2623
"2763","B40015300000000",1963,79,"4",43104200,87574200,1299
"2764","B40015400000000",1963,79,"6",43106000,87574937,355
"2765","B40015500000000",1963,79,"5",43101779,87574584,0
"2766","B40015600000000",1963,79,"5",43101410,87575210,0
"2767","B40015900000000",1963,79,"6",42570192,88014117,0
"2768","B40016200000000",1964,79,"7",43070930,88024790,0
"2769","B40016300000000",1963,79,"6",42573330,88005664,0
"2770","B40016400000000",1963,79,"6",42574889,88002962,1973
"2771","B40016500000000",1963,79,"7",42574200,88004200,0
"2772","B40016600000000",1963,79,"7",42574200,88004200,1614
"2773","B40016700000000",1963,79,"6",42561390,88032791,0
"2774","B40016800000000",1962,79,"6",43021165,88036000,0
"2775","B40017000000000",1968,79,"9",43010096,87550000,1988
"2776","B40017100000000",1968,79,"8",43005075,87545954,1762
"2777","B40017200000000",1968,79,"9",43004402,87545973,2125
"2778","B40017300000000",1968,79,"9",43003946,87545995,0
"2779","B40017400000000",1968,79,"9",43003022,87545936,0
"2780","B40017500000000",1968,79,"7",43003024,87545876,0
"2781","B40017600000000",1968,79,"7",43002221,87545741,0
"2782","B40017700000000",1969,79,"9",43002218,87545682,0
"2783","B40017800000000",1967,79,"9",43000982,87545992,1811
"2784","B40018000000000",1967,79,"8",43000256,87545705,2509
"2785","B40018100000000",1967,79,"8",42594200,87545400,0
"2786","B40018200000000",1967,79,"8",42594200,87545400,0
"2787","B40018300000000",1967,79,"7",42592050,87545248,8184
"2788","B40018400000000",1967,79,"7",42590687,87545341,8071
"2789","B40018500000000",1964,79,"4",42582482,88021952,1676
"2790","B40018600000000",1964,79,"7",42580000,88021800,0
"2791","B40018700000000",1964,79,"7",42580000,88021800,0
"2792","B40018800000000",1966,79,"7",42574894,88021646,3730
"2793","B40018900000000",1966,79,"5",42574763,88021515,734
"2794","B40019000000000",1964,79,"7",42574200,88014200,0
"2795","B40019100000000",1966,79,"7",42574200,88010600,1171
"2796","B40019200000000",1966,79,"7",42574200,88010600,1171
"2797","B40019300000000",1966,79,"7",42574146,88002904,1659
"2798","B40019400000000",1966,79,"6",42574200,87595400,1640
"2799","B40019500000000",1966,79,"5",42574200,87591800,0
"2800","B40019600000000",1966,79,"7",42574487,87584344,0
"2801","B40019700000000",1966,79,"8",42574603,87584152,0
"2802","B40019800000000",1966,79,"5",42574082,87580740,0
"2803","B40019900000000",2003,79,"7",43052210,88031544,0
"2804","B40020000000000",1966,79,"7",42574220,87574974,990
"2805","B40020100000000",1966,79,"7",42574200,87573000,0
"2806","B40020400000000",1963,79,"6",43045440,87551520,1615
"2807","B40020600000000",1963,79,"5",43042910,87551568,1601
"2808","B40020700000000",1964,79,"4",43041580,87551570,1481
"2809","B40020800000000",1963,79,"7",43040301,87551577,1570
"2810","B40020900000000",1965,79,"6",43035000,87551606,1338
"2811","B40021000000000",1965,79,"5",43033670,87551677,1427
"2812","B40021100000000",1965,79,"5",43033620,87551730,1483
"2813","B40021200000000",2004,79,"N",43080250,88020210,0
"2814","B40021300000000",2000,79,"7",43072248,88032590,0
"2815","B40021400000000",2001,79,"7",43072127,88032417,0
"2816","B40021500000000",1967,79,"6",43032328,87553050,0
"2817","B40021600000000",2000,79,"7",43063342,88032849,0
"2818","B40021700000000",2001,79,"7",43063056,88032678,0
"2819","B40021800000000",2002,79,"7",42542890,87504830,0
"2820","B40021900000000",1965,79,"3",43052400,87550186,1283
"2821","B40022100000000",1964,79,"7",42504110,87570200,0
"2822","B40022200000000",1964,79,"7",42503860,87570150,0
"2823","B40022300000000",1963,79,"5",42512921,87561665,0
"2824","B40022400000000",1963,79,"5",42512919,87561520,0
"2825","B40022500000000",1965,79,"5",42522050,87561570,1638
"2826","B40022600000000",1965,79,"5",42522160,87561290,1638
"2827","B40022700000000",1965,79,"6",42520960,87561560,0
"2828","B40022800000000",1965,79,"6",42520860,87561340,0
"2829","B40022900000000",1971,79,"N",43082740,88013126,0
"2830","B40024700000000",1964,79,"7",43071040,88024680,0
"2831","B40024800000000",1964,79,"8",43084864,88031915,0
"2832","B40024900000000",1964,79,"8",43084960,88031610,0
"2833","B40025000000000",1964,79,"5",43085024,88030266,1760
"2834","B40025100000000",1964,79,"5",43085187,88030086,1749
"2835","B40025200000000",1964,79,"5",43083872,88024214,1927
"2836","B40025300000000",1964,79,"5",43070998,88004504,2020
"2837","B40025400000000",1964,79,"5",43071090,88004259,2020
"2838","B40025500000000",1964,79,"4",43065645,88002229,2232
"2839","B40025600000000",1964,79,"4",43065290,88002104,2232
"2840","B40025900000000",1967,79,"7",43034498,88031349,1343
"2841","B40026000000000",1965,79,"7",42585629,87550136,0
"2842","B40026100000000",1965,79,"6",42585667,87550002,0
"2843","B40026200000000",1965,79,"7",42585500,87545865,1159
"2844","B40026300000000",1966,79,"8",42585500,87545803,1681
"2845","B40026500000000",1963,79,"9",42582521,87545745,1864
"2846","B40027100000000",1966,79,"8",43080979,88020151,1326
"2847","B40027200000000",1965,79,"8",43080910,88015827,1326
"2848","B40027300000000",1965,79,"4",43081079,88015860,633
"2849","B40027400000000",1965,79,"9",43080311,88015262,0
"2850","B40027500000000",1965,79,"8",43080170,88014816,0
"2851","B40027600000000",1966,79,"9",43074915,88013313,0
"2852","B40027700000000",1966,79,"8",43074941,88013094,0
"2853","B40027800000000",1966,79,"6",43073739,88011754,0
"2854","B40027900000000",1966,79,"6",43073664,88011296,0
"2855","B40028000000000",1965,79,"4",43064522,88000874,1381
"2856","B40028100000000",1965,79,"4",43064317,88001015,1381
"2857","B40028400000000",1966,79,"5",43040225,88031384,1521
"2858","B400285022A0000",1968,79,"7",43012201,87551665,1355
"2859","B400285022B0000",1968,79,"7",43012468,87551730,0
"2860","B400285023A0000",1968,79,"7",43012078,87551284,1355
"2861","B400285023B0000",1968,79,"7",43012264,87551393,1559
"2862","B400285025A0000",1968,79,"7",43012220,87551564,0
"2863","B400285025B0000",1968,79,"7",43012480,87551667,0
"2864","B400285025C0000",1968,79,"7",43012066,87551324,0
"2865","B400285025D0000",1968,79,"7",43012256,87551422,0
"2866","B400285027A0000",1968,79,"7",43012505,87551504,2523
"2867","B400285027B0000",1968,79,"7",43013000,87551800,0
"2868","B400285027C0000",1968,79,"7",43012916,87551656,0
"2869","B400285027D0000",1968,79,"7",43013000,87551800,0
"2870","B400285027G0000",1968,79,"6",43014468,87552086,0
"2871","B400285027H0000",1968,79,"6",43015067,87552343,0
"2872","B400285027I0000",1968,79,"6",43015078,87552114,4348
"2873","B400285027J0000",1968,79,"6",43015803,87552296,0
"2874","B40028527E10000",1968,79,"7",43013401,87551835,0
"2875","B40028527E20000",1968,79,"7",43013945,87552021,0
"2876","B40028527F10000",1968,79,"7",43013910,87552188,0
"2877","B40028527F20000",1968,79,"6",43014451,87552314,0
"2878","B40028600210000",1969,79,"8",43011456,87550663,0
"2879","B40028600260000",1969,79,"8",43011380,87550881,0
"2880","B400286024A0000",1968,79,"7",43011349,87550826,0
"2881","B400286024B0000",1968,79,"7",43011160,87550362,0
"2882","B400286024C0000",1968,79,"8",43011652,87551151,0
"2883","B400286024D0000",1968,79,"7",43011451,87550705,0
"2884","B40028700000000",2006,79,"7",43080099,88035172,0
"2885","B40029200000000",1968,79,"5",43022400,87553000,1226
"2886","B40029300000000",1968,79,"6",43023600,87553000,356
"2887","B40029400000000",1968,79,"5",42523680,87544608,0
"2888","B40029500000000",1968,79,"5",42523634,87544464,0
"2889","B40029600000000",1964,79,"N",42561730,87543377,0
"2890","B40029900000000",1964,79,"N",43002730,87580840,0
"2891","B40030000000000",1965,79,"5",42572158,88025668,933
"2892","B40030100000000",1965,79,"6",42572067,88025357,933
"2893","B40030200000000",1965,79,"6",42571959,88025215,0
"2894","B40030300000000",1965,79,"5",42572579,88025166,0
"2895","B40030400000000",1966,79,"7",42572846,88023453,0
"2896","B40030500000000",1966,79,"6",42574008,88022454,7078
"2897","B40031400000000",1966,79,"N",43010004,88005244,371
"2898","B40031800000000",1968,79,"6",42582088,88025213,927
"2899","B40031900000000",1968,79,"6",42581916,88025088,919
"2900","B40032000000000",1968,79,"N",42575756,88025210,0
"2901","B40032100000000",1966,79,"N",42574400,87590050,0
"2902","B40032200000000",1966,79,"6",42574290,88021654,2146
"2903","B40032300000000",1966,79,"5",42574800,88020660,1907
"2904","B40032400000000",1966,79,"6",42574800,88020600,0
"2905","B40032500000000",1967,79,"6",43072829,88023033,0
"2906","B40032600000000",1967,79,"6",43072859,88023226,0
"2907","B40032800000000",1967,79,"9",43070993,88020412,0
"2908","B40033000000000",1967,79,"5",43052048,88033432,0
"2909","B40033100000000",1967,79,"6",43052067,88033019,0
"2910","B40033200000000",1967,79,"6",43051997,88032765,0
"2911","B40033300000000",1967,79,"7",43052130,88033005,1360
"2912","B40033400000000",1967,79,"7",43051926,88032809,1360
"2913","B40033500000000",1966,79,"6",43052093,88031682,1670
"2914","B40033600000000",1967,79,"7",43052124,88030987,810
"2915","B40033700000000",1967,79,"8",43052218,88030912,810
"2916","B40033800000000",1967,79,"6",43113143,87552872,1443
"2917","B40033900000000",1968,79,"5",43050382,88025127,0
"2918","B40034000000000",1968,79,"5",43050591,88025265,0
"2919","B40034100000000",1968,79,"6",43050880,88025060,0
"2920","B40034400000000",1968,79,"5",43062222,88031077,1022
"2921","B40034500000000",1968,79,"5",43062306,88031266,1022
"2922","B40034600000000",1967,79,"7",43075767,88031886,1007
"2923","B40034700000000",1967,79,"7",43075515,88031717,931
"2924","B40034800000000",1967,79,"6",43080324,88031941,0
"2925","B40034900000000",1967,79,"6",43080149,88031743,0
"2926","B40035000000000",1967,79,"6",43081068,88031970,0
"2927","B40035100000000",1967,79,"7",43081032,88031879,0
"2928","B40035400000000",1967,79,"7",43080242,88032320,0
"2929","B40035500000000",1967,79,"6",43080244,88031244,887
"2930","B40035600000000",1967,79,"8",43042928,88033038,0
"2931","B40035700000000",1967,79,"8",43042762,88032867,0
"2932","B40035800000000",1967,79,"8",43050066,88032625,0
"2933","B40035900000000",1967,79,"7",43045579,88032582,0
"2934","B40036000000000",1967,79,"6",43061800,88032400,2776
"2935","B40036300000000",1967,79,"7",43070224,88032754,992
"2936","B40036400000000",1967,79,"7",43070071,88032591,992
"2937","B40036500000000",1967,79,"7",43071530,88032672,0
"2938","B40036600000000",1967,79,"7",43071412,88032476,0
"2939","B40036900000000",1967,79,"5",43073496,88032532,1066
"2940","B40037000000000",1969,79,"N",43085280,87570160,0
"2941","B40037100000000",1972,79,"N",43005863,88033086,0
"2942","B40037200000000",1967,79,"7",43085240,87554850,0
"2943","B40037300000000",1967,79,"7",43085310,87554880,0
"2944","B40037400000000",1967,79,"8",43085210,87554230,0
"2945","B40037500000000",1967,79,"8",43085290,87554240,0
"2946","B40037600000000",1968,79,"7",42572639,88040899,0
"2947","B40037700000000",1967,79,"7",42572640,88032809,0
"2948","B40037800000000",1968,79,"7",43074466,88002075,0
"2949","B40038000000000",1969,79,"6",43074639,88002130,1288
"2950","B40038100000000",1969,79,"5",43074648,88002077,1288
"2951","B40038600000000",1968,79,"N",43084353,88001906,0
"2952","B40038700000000",1968,79,"5",42553401,87594940,0
"2953","B40038900000000",1968,79,"N",42545660,87545410,0
"2954","B40039000000000",1968,79,"N",42591845,88032625,0
"2955","B40039200000000",1968,79,"7",42550000,88004800,0
"2956","B40039300000000",2001,79,"7",43085340,88034118,1177
"2957","B40039400000000",2001,79,"7",43085340,88034118,1177
"2958","B40039500000000",2000,79,"7",43090070,88031608,0
"2959","B40039600000000",2000,79,"6",43090546,88031851,0
"2960","B40039700000000",2000,79,"7",43093670,88034983,0
"2961","B40039800000000",2000,79,"7",43093705,88035232,0
"2962","B40039900000000",2001,79,"7",43093528,88035214,0
"2963","B400400001A0000",1974,79,"8",43012517,87535374,0
"2964","B400400001B0000",1974,79,"5",43013587,87535782,0
"2965","B400400001C0000",1975,79,"6",43021084,87541447,0
"2966","B400400001D0000",1975,79,"5",43021091,87541010,0
"2967","B400400002A0000",1975,79,"5",43021043,87541269,0
"2968","B400400002B0000",1975,79,"6",43020963,87540827,0
"2969","B400400002C0000",1974,79,"6",43020840,87540493,1627
"2970","B400400002D0000",1975,79,"6",43020608,87540192,0
"2971","B400400002E0000",1975,79,"6",43020247,87540018,1962
"2972","B400400002F0000",1975,79,"7",43015871,87540022,0
"2973","B400400003A0000",1974,79,"7",43020751,87542282,0
"2974","B400400003B0000",1974,79,"8",43020754,87541831,0
"2975","B400400003C0000",1974,79,"7",43020754,87541440,1670
"2976","B400400004A0000",1974,79,"7",43020733,87541060,0
"2977","B400400004B0000",1974,79,"7",43020583,87540614,0
