"","STRUCTURE_NUMBER_008","YEAR_BUILT_027","COUNTY_CODE_003","DECK_COND_058","LAT_016","LONG_017","TOTAL_IMP_COST_096"
"6834","P34006800000000",1921,67,"6",45104210,88405030,149
"6835","P34007000000000",1974,67,"N",45042290,89013670,0
"6836","P34040100000000",1996,67,"N",45130945,89113796,127
"6837","P34040200000000",2002,67,"N",45142871,89064774,0
"6838","P34070000000000",1966,67,"5",45084010,89082030,0
"6839","P34070100000000",1936,67,"4",45082880,89090280,357
"6840","P34070200000000",1935,67,"5",45081570,89085960,369
"6841","P34070300000000",1936,67,"4",45080930,89085430,283
"6842","P34070500000000",1938,67,"5",45073260,89095120,362
"6843","P34070600000000",1966,67,"5",45074760,89094300,0
"6844","P34071000000000",1939,67,"6",45083080,89083260,0
"6845","P34071100000000",1939,67,"8",45082920,89084650,0
"6846","P34090300000000",1916,67,"5",45101310,88481640,171
"6847","P34090500000000",1960,67,"N",45121450,89125790,0
"6848","P34090600000000",1929,67,"5",45124670,89253170,271
"6849","P34090800000000",1963,67,"N",45141830,89084240,0
"6850","P34090900000000",1967,67,"7",45062650,89095180,0
"6851","P34091200000000",1988,67,"N",45173180,89244410,0
"6852","P34091500000000",1963,67,"N",45221040,89240810,0
"6853","P34091600000000",1974,67,"N",45041100,89015850,0
"6854","P34091700000000",1970,67,"N",45105430,89162300,187
"6855","P34091800000000",1922,67,"5",45223630,89252760,173
"6856","P34092000000000",1970,67,"N",45131060,89112350,143
"6857","P34092100000000",1930,67,"7",45092840,88480520,136
"6858","P34092300000000",1990,67,"N",45050480,89121690,0
"6859","P35002300000000",1922,69,"5",45325796,89274944,0
"6860","P35003000000000",1973,69,"4",45143939,89493940,319
"6861","P35003500000000",1953,69,"N",45085596,89472201,0
"6862","P35004400000000",1971,69,"6",45321215,89581199,0
"6863","P35004600000000",1952,69,"5",45105011,89275991,0
"6864","P35005900000000",1973,69,"7",45325933,90000626,0
"6865","P35006900000000",1969,69,"8",45183096,89313868,294
"6866","P35007100000000",1936,69,"5",45194455,89264739,162
"6867","P35007300000000",1964,69,"8",45183010,89305691,0
"6868","P35007400000000",1917,69,"7",45182738,89275670,0
"6869","P35007900000000",1965,69,"7",45164540,89332343,0
"6870","P35008000000000",1971,69,"8",45164458,89310006,0
"6871","P35008100000000",1970,69,"7",45155104,89261635,0
"6872","P35008600000000",1963,69,"5",45102120,89325640,0
"6873","P35009300000000",1936,69,"7",45093909,89451644,0
"6874","P35040100000000",1996,69,"N",45071938,89425003,0
"6875","P35040200000000",1993,69,"N",45122351,89313158,0
"6876","P35070500000000",1967,69,"7",45102648,89423161,463
"6877","P35070600000000",1962,69,"6",45105542,89420179,0
"6878","P35090800000000",1929,69,"7",45294837,89504499,0
"6879","P35091100000000",1969,69,"8",45140884,89400310,0
"6880","P35091200000000",1937,69,"5",45262414,89505935,0
"6881","P35091600000000",1921,69,"5",45250111,89400514,0
"6882","P35091900000000",1973,69,"5",45102701,89275892,0
"6883","P35093400000000",1930,69,"6",45071279,90022643,0
"6884","P35093900000000",1920,69,"6",45101407,89542296,0
"6885","P35094000000000",1920,69,"7",45081756,89474828,136
"6886","P35094100000000",1972,69,"5",45125533,89553042,0
"6887","P35094300000000",1979,69,"7",45101501,89543419,0
"6888","P35094400000000",1986,69,"N",45220281,89463190,0
"6889","P35094500000000",1986,69,"N",45242358,89440268,0
"6890","P35094600000000",1993,69,"N",45275722,89581366,0
"6891","P35094700000000",1921,69,"7",45211142,89334218,0
"6892","P35094800000000",1962,69,"N",45303953,89553803,0
"6893","P36006600000000",1962,71,"5",43541368,87525315,0
"6894","P36006800000000",1924,71,"4",44104200,87404936,144
"6895","P36006900000000",1939,71,"7",44125225,87405101,0
"6896","P36008200000000",1970,71,"8",44184672,87411158,0
"6897","P36008500000000",1971,71,"N",44164913,87412300,0
"6898","P36008600000000",1971,71,"7",44163625,87395556,0
"6899","P36008700000000",1981,71,"4",44153867,87393799,347
"6900","P36009000000000",1972,71,"7",44154295,87405260,0
"6901","P36009400000000",1935,71,"6",44193909,87514194,149
"6902","P36009700000000",1950,71,"N",44184572,87502371,0
"6903","P36010000000000",1984,71,"8",44184670,87514625,0
"6904","P36010400000000",1966,71,"8",44190442,87520220,0
"6905","P36010500000000",1970,71,"8",44183457,87504673,0
"6906","P36010700000000",1918,71,"3",44180156,87474252,340
"6907","P36010800000000",1962,71,"N",44112230,87572841,0
"6908","P36010900000000",1910,71,"5",44105627,87572840,0
"6909","P36011700000000",1966,71,"4",44114727,87494326,495
"6910","P36011800000000",1967,71,"8",44112172,87530086,0
"6911","P36011900000000",1973,71,"8",44112027,87510477,0
"6912","P36012100000000",1967,71,"7",44142531,87422063,0
"6913","P36012500000000",1969,71,"7",44124158,87431650,0
"6914","P36012600000000",1979,71,"7",44130689,87424096,0
"6915","P36012700000000",1972,71,"6",44131768,87424114,0
"6916","P36013000000000",1976,71,"N",44140010,87362675,0
"6917","P36013300000000",1960,71,"6",44131537,87372230,0
"6918","P36013400000000",1963,71,"7",44115113,87363745,0
"6919","P36013500000000",1977,71,"7",44112150,87362191,0
"6920","P36014400000000",1957,71,"6",44080494,87455548,239
"6921","P36014500000000",1969,71,"5",44045620,87444765,0
"6922","P36014600000000",1974,71,"7",44064260,87465221,0
"6923","P36014700000000",1966,71,"7",44082594,87455405,0
"6924","P36014800000000",1956,71,"6",44050028,87442717,0
"6925","P36015100000000",1972,71,"7",44062583,87475724,0
"6926","P36015400000000",1900,71,"3",44043727,87501119,408
"6927","P36015600000000",1968,71,"7",44091216,87581211,0
"6928","P36015800000000",1968,71,"8",44081874,87573046,0
"6929","P36016000000000",1982,71,"7",44072641,87573669,0
"6930","P36016500000000",1929,71,"5",44020924,87544325,0
"6931","P36016800000000",1967,71,"6",44033014,87424124,0
"6932","P36017100000000",1938,71,"N",43593872,87420981,0
"6933","P36017200000000",1954,71,"6",43590030,87465332,184
"6934","P36017400000000",1940,71,"5",44034220,87393550,0
"6935","P36017600000000",1920,71,"N",44030651,87401128,0
"6936","P36017700000000",1950,71,"5",44031644,87405089,0
"6937","P36018200000000",1974,71,"8",43581273,87442953,0
"6938","P36018400000000",1972,71,"6",43561131,87435326,0
"6939","P36018500000000",1941,71,"6",43580901,87435371,0
"6940","P36018700000000",1949,71,"8",43561580,87431725,0
"6941","P36019100000000",1973,71,"7",43563196,87513777,0
"6942","P36019300000000",1918,71,"6",43544901,87483193,207
"6943","P36019700000000",1925,71,"3",43535566,87521764,149
"6944","P36019900000000",1920,71,"6",43575153,87562211,0
"6945","P36070000000000",1961,71,"5",43545844,87432955,0
"6946","P36070200000000",1970,71,"5",44091566,87571380,176
"6947","P36070700000000",1964,71,"N",44064961,87384316,0
"6948","P36090400000000",1956,71,"7",44133186,87541721,0
"6949","P36090500000000",1950,71,"4",44114712,87502662,321
"6950","P36090700000000",1930,71,"4",43532952,87514180,168
"6951","P36090800000000",1964,71,"6",43532953,87513085,0
"6952","P36090900000000",1963,71,"7",43533063,87482416,0
"6953","P36091000000000",1945,71,"7",44033922,87465440,0
"6954","P36091100000000",1968,71,"7",44141979,87314387,0
"6955","P36091200000000",1958,71,"5",44075983,87401364,0
"6956","P36091300000000",1958,71,"7",44073622,87401374,0
"6957","P36091400000000",1958,71,"7",44072217,87401370,0
"6958","P36091500000000",1920,71,"6",44142546,87533839,139
"6959","P36091700000000",1920,71,"N",44031503,87402382,0
"6960","P36091900000000",1965,71,"6",44054505,87532934,0
"6961","P36092000000000",1964,71,"5",44102893,87405083,213
"6962","P36092400000000",1951,71,"N",44031503,87402382,0
"6963","P36092500000000",1970,71,"7",44133253,87584211,203
"6964","P36092700000000",1971,71,"7",44084627,88020862,0
"6965","P36093500000000",1925,71,"5",43565993,87474236,191
"6966","P36094100000000",1925,71,"4",43551746,87442916,136
"6967","P36094200000000",1970,71,"7",44155429,87314304,0
"6968","P37004400000000",1971,73,"5",44485477,89575604,233
"6969","P37007000000000",1950,73,"N",44425112,89155164,0
"6970","P37007600000000",1959,73,"5",45051859,89240947,179
"6971","P37009500000000",1945,73,"7",44540640,89582190,0
"6972","P37010600000000",1967,73,"N",45033042,89145757,0
"6973","P37011100000000",1980,73,"N",45053012,89242428,0
"6974","P37011500000000",1973,73,"6",45062644,89272559,0
"6975","P37011600000000",1927,73,"7",45064459,89272597,0
"6976","P37012100000000",1962,73,"7",45043210,89321751,0
"6977","P37012400000000",1960,73,"7",45042783,89315869,0
"6978","P37012500000000",1963,73,"7",45050872,89300968,0
"6979","P37012700000000",1928,73,"7",45061759,89421086,0
"6980","P37013200000000",1940,73,"7",45061913,89490351,0
"6981","P37013400000000",1938,73,"6",45034153,89465693,0
"6982","P37014000000000",1980,73,"N",45043563,89471861,0
"6983","P37014900000000",1958,73,"7",45044171,89553404,0
"6984","P37015100000000",1970,73,"N",45023790,89542042,0
"6985","P37015800000000",1938,73,"6",45034930,89582746,0
"6986","P37015900000000",1974,73,"6",45063528,90035661,0
"6987","P37016000000000",1946,73,"7",45023868,90024233,0
"6988","P37016300000000",1958,73,"6",45043546,90093293,0
"6989","P37016400000000",1989,73,"N",45040920,90061084,0
"6990","P37016500000000",1972,73,"7",45035826,90082363,0
"6991","P37016700000000",1966,73,"7",45020109,90164048,0
"6992","P37016800000000",1962,73,"7",45010398,90162508,0
"6993","P37017000000000",1946,73,"6",45010335,90132006,0
"6994","P37017100000000",1961,73,"N",44592032,90140180,229
"6995","P37017300000000",1968,73,"7",44582827,90153768,0
"6996","P37017400000000",1952,73,"5",44582812,90135231,0
"6997","P37017700000000",1965,73,"7",44570398,90145706,0
"6998","P37017800000000",1967,73,"6",44565119,90164691,0
"6999","P37017900000000",1936,73,"5",44582490,90153241,0
"7000","P37018100000000",1975,73,"7",44573525,90090530,0
"7001","P37018300000000",1952,73,"N",44583945,90082151,0
"7002","P37018500000000",1927,73,"6",44580614,90055709,0
"7003","P37018600000000",1957,73,"7",45010632,90055396,0
"7004","P37018700000000",1945,73,"7",45000729,90020971,0
"7005","P37018900000000",1938,73,"7",45002695,90012932,0
"7006","P37019000000000",1940,73,"6",45011430,90001582,0
"7007","P37019100000000",1975,73,"7",45010135,90001561,0
"7008","P37019200000000",1970,73,"N",45012547,89555031,152
"7009","P37019400000000",1929,73,"6",44584916,89530258,169
"7010","P37019800000000",1929,73,"7",45005930,89440003,151
"7011","P37020300000000",1939,73,"5",44582367,89492370,239
"7012","P37020400000000",1940,73,"3",44573116,89492209,312
"7013","P37020500000000",1963,73,"7",44565137,89483016,0
"7014","P37020600000000",1941,73,"4",45003624,89452739,603
"7015","P37020800000000",1955,73,"6",44592172,89424640,147
"7016","P37021800000000",1920,73,"6",45000846,89271025,181
"7017","P37022300000000",1929,73,"6",45002818,89280445,0
"7018","P37022600000000",1967,73,"5",45000559,89253788,0
"7019","P37022700000000",1927,73,"5",44591215,89242948,143
"7020","P37022800000000",1907,73,"7",45013014,89231179,0
"7021","P37023000000000",1965,73,"6",44591176,89163408,187
"7022","P37023200000000",2014,73,"N",45005217,89204526,0
"7023","P37023500000000",1981,73,"7",44544981,89190393,0
"7024","P37023900000000",1965,73,"6",44563219,89242906,177
"7025","P37024400000000",1938,73,"5",44552394,89491722,0
"7026","P37024600000000",1950,73,"6",44521839,89460423,0
"7027","P37024700000000",1946,73,"6",44515374,89445157,0
"7028","P37024900000000",1931,73,"4",44555111,89564600,170
"7029","P37025000000000",1967,73,"7",44551165,89570517,0
"7030","P37025100000000",1973,73,"6",44545880,89543410,0
"7031","P37025200000000",1930,73,"7",44545814,89532199,169
"7032","P37025600000000",1928,73,"7",44555067,89542031,0
"7033","P37025700000000",1956,73,"5",44550313,89542098,0
"7034","P37025800000000",1965,73,"N",44555076,90031147,151
"7035","P37026200000000",1930,73,"5",44535163,90013018,209
"7036","P37026400000000",1968,73,"N",44543153,89590432,0
"7037","P37026800000000",1984,73,"N",44555149,90044700,0
"7038","P37026900000000",1968,73,"7",44545868,90062560,0
"7039","P37027000000000",1920,73,"6",44545911,90104231,266
"7040","P37027200000000",1974,73,"6",44531445,90060792,0
"7041","P37027500000000",1941,73,"6",44554308,90115486,0
"7042","P37027600000000",1973,73,"7",44553755,90104778,0
"7043","P37027800000000",1984,73,"N",44551508,90055551,0
"7044","P37027900000000",1920,73,"6",44532160,90055654,0
"7045","P37028400000000",1955,73,"6",44531595,90160965,0
"7046","P37028600000000",1955,73,"7",44522444,90165178,0
"7047","P37028900000000",1937,73,"6",44513431,90141868,310
"7048","P37029000000000",1973,73,"7",44514976,90130557,425
"7049","P37029400000000",1965,73,"7",44464426,90151879,232
"7050","P37029600000000",1975,73,"7",44491972,90172353,0
"7051","P37029700000000",1979,73,"N",44480979,90164636,0
"7052","P37029900000000",1932,73,"7",44513129,90075576,0
"7053","P37030100000000",1937,73,"4",44492064,90054414,206
"7054","P37030200000000",1929,73,"6",44464995,90115577,150
"7055","P37030600000000",1973,73,"7",44482134,90071043,0
"7056","P37030700000000",1932,73,"7",44513120,90032683,0
"7057","P37030800000000",1931,73,"N",44503928,90034147,0
"7058","P37031000000000",1946,73,"5",44494698,90040959,0
"7059","P37031400000000",1904,73,"7",44503977,89565332,0
"7060","P37031500000000",1930,73,"8",44494741,89520807,0
"7061","P37031800000000",1958,73,"7",44480665,89523290,0
"7062","P37032200000000",1941,73,"4",44472050,89462737,259
"7063","P37032400000000",1972,73,"7",44484107,89393583,0
"7064","P37032500000000",1975,73,"7",44503760,89422042,0
"7065","P37032700000000",1976,73,"8",44500142,89363185,0
"7066","P37033200000000",1975,73,"N",44472722,89324759,0
"7067","P37033500000000",1980,73,"7",44492866,89224620,0
"7068","P37033600000000",1978,73,"7",44473074,89232102,0
"7069","P37034300000000",1975,73,"6",44452220,89254902,274
"7070","P37034600000000",1938,73,"5",44461250,89353307,0
"7071","P37035100000000",1982,73,"N",44443384,89391723,0
"7072","P37036000000000",1948,73,"5",44422053,89575129,359
"7073","P37036200000000",1975,73,"6",44424662,89553445,0
"7074","P37036400000000",1973,73,"7",44461816,89592987,0
"7075","P37036600000000",1967,73,"6",44425023,90004019,0
"7076","P37037100000000",1975,73,"7",44434776,90024289,0
"7077","P37037500000000",1962,73,"5",44443760,90082341,0
"7078","P37037900000000",1930,73,"7",44452600,90143827,0
"7079","P37038000000000",1941,73,"7",44452600,90143264,0
"7080","P37038200000000",1968,73,"8",44445779,90153213,0
"7081","P37070500000000",1980,73,"6",44515703,90010607,0
"7082","P37070700000000",1958,73,"6",44532803,89202593,246
"7083","P37071600000000",1960,73,"N",45020196,90041153,0
"7084","P37071800000000",1976,73,"7",44592682,89365692,0
"7085","P37090100000000",1953,73,"7",45043413,89481284,0
"7086","P37090300000000",1958,73,"6",44410636,90075841,0
"7087","P37090400000000",1965,73,"7",44434220,89584153,0
"7088","P37090800000000",1940,73,"6",44555092,90064455,0
"7089","P37090900000000",1946,73,"7",45065779,90024364,0
"7090","P37091400000000",1940,73,"6",44494686,89502507,0
"7091","P37091500000000",1938,73,"6",45005277,89542057,0
"7092","P37091600000000",1947,73,"6",44413554,90141948,152
"7093","P37091800000000",1950,73,"N",45000713,89440026,0
"7094","P37092800000000",1964,73,"5",44545612,89253996,142
"7095","P37092900000000",1966,73,"7",45000667,89261461,0
"7096","P37093100000000",1969,73,"N",44553600,89492212,0
"7097","P37093200000000",1938,73,"6",44522307,90010569,0
"7098","P37093300000000",1956,73,"6",44410610,90050630,0
"7099","P37093500000000",1978,73,"7",45063425,89394215,0
"7100","P37093700000000",1965,73,"6",45071063,89305927,0
"7101","P37093800000000",1929,73,"7",45005686,89241055,0
"7102","P37094000000000",1920,73,"7",44540052,89542129,0
"7103","P37094100000000",1929,73,"7",45024423,89250249,0
"7104","P37094300000000",1930,73,"6",44583403,90070913,0
"7105","P37094600000000",1987,73,"N",44504759,89342045,0
"7106","P37094700000000",1974,73,"N",44501482,89342044,0
"7107","P37094800000000",1935,73,"6",44480497,89312655,0
"7108","P37094900000000",1964,73,"N",44524816,89471777,0
"7109","P37095100000000",1968,73,"N",44545099,89590411,0
"7110","P37095200000000",1930,73,"N",44554795,89250098,0
"7111","P37095300000000",1965,73,"N",44521216,89321168,0
"7112","P37095400000000",1937,73,"6",45064090,90044486,0
"7113","P37095500000000",1943,73,"7",45063169,89494404,0
"7114","P37095600000000",1931,73,"N",45010054,89465415,0
"7115","P37095700000000",1962,73,"5",44555007,90001099,0
"7116","P37095800000000",1991,73,"N",44443608,90035611,0
"7117","P37096000000000",1930,73,"6",45013446,90164302,140
"7118","P37096300000000",1972,73,"6",44583882,89254309,0
"7119","P37096500000000",1964,73,"6",44452825,89283678,0
"7120","P37096600000000",1963,73,"6",45010275,90114039,0
"7121","P37096700000000",1980,73,"N",44503810,90094151,0
"7122","P37096800000000",1977,73,"N",45062249,89575204,0
"7123","P37096900000000",1986,73,"N",44560404,89433908,182
"7124","P37097100000000",1990,73,"N",45043388,89504547,0
"7125","P37097200000000",1988,73,"N",44501910,89345689,0
"7126","P37097300000000",1991,73,"N",44595775,89413256,0
"7127","P38005700000000",1974,75,"7",45340650,88014170,0
"7128","P38007500000000",1920,75,"6",45254880,88121620,207
"7129","P38008000000000",1965,75,"N",45170490,87551240,0
"7130","P38008600000000",1930,75,"6",45125030,87571560,0
"7131","P38009200000000",1976,75,"3",45081170,87571390,839
"7132","P38009400000000",1966,75,"N",45074350,88002730,0
"7133","P38010000000000",1920,75,"3",45040006,87582460,146
"7134","P38010100000000",1925,75,"5",45041330,87573050,206
"7135","P38010200000000",1963,75,"7",45050740,87554830,0
"7136","P38010300000000",1925,75,"5",45044170,87561510,186
"7137","P38010400000000",1961,75,"6",45043350,87563320,0
"7138","P38010500000000",1940,75,"7",45040350,88035220,0
"7139","P38010600000000",1920,75,"6",45032260,88050640,0
"7140","P38070000000000",1950,75,"N",45224850,87564890,0
"7141","P38090900000000",1950,75,"N",45342520,87511900,123
"7142","P38091100000000",1955,75,"N",45213730,88114600,0
"7143","P38091200000000",1960,75,"N",45234760,88001790,0
"7144","P38091300000000",1963,75,"N",45201750,88030710,0
"7145","P38091400000000",1969,75,"N",45005430,87582140,0
"7146","P38091500000000",1920,75,"5",45253700,88051990,0
"7147","P38091600000000",1974,75,"7",45302130,88003580,0
"7148","P38091800000000",1975,75,"7",45231550,88181760,0
"7149","P38091900000000",1920,75,"2",45241850,88004580,136
"7150","P38092000000000",1970,75,"N",45173780,87413950,128
"7151","P38092100000000",1960,75,"N",45164630,87550670,0
"7152","P38092200000000",1960,75,"N",45183470,87562140,0
"7153","P38092800000000",1986,75,"N",45333370,88000420,0
"7154","P39001300000000",1979,77,"7",43413214,89340069,0
"7155","P39002400000000",1979,77,"N",43570780,89193362,0
"7156","P39002500000000",1977,77,"6",43561577,89191081,0
"7157","P39002900000000",1966,77,"5",43535351,89241915,0
"7158","P39004000000000",1940,77,"3",43443343,89204658,508
"7159","P39004700000000",1970,77,"N",43390045,89332949,0
"7160","P39004900000000",1980,77,"N",43412985,89334721,0
"7161","P39005000000000",1961,77,"6",43401815,89234528,0
"7162","P39005200000000",1950,77,"4",43415179,89172979,420
"7163","P39090300000000",1966,77,"N",43540294,89253462,0
"7164","P39090600000000",1964,77,"N",43551055,89190605,0
"7165","P39090700000000",1981,77,"N",43543518,89253871,0
"7166","P40050400000000",1957,79,"6",42543630,87521710,0
"7167","P40050600000000",1960,79,"N",42560786,87593542,0
"7168","P40050900000000",1958,79,"8",42585952,87542361,1006
"7169","P40051000000000",1958,79,"N",42581071,87562009,0
"7170","P40051100000000",1962,79,"4",42592594,87572910,887
"7171","P40051300000000",1970,79,"N",42580033,87591054,0
"7172","P40052300000000",1966,79,"7",43020502,87543821,1961
"7173","P40052700000000",1982,79,"6",43041596,87533516,0
"7174","P40053100000000",1966,79,"4",43043041,88021235,1215
"7175","P40053200000000",1966,79,"3",43043041,88021235,1215
"7176","P40053300000000",1959,79,"7",43023543,87585914,0
"7177","P40053400000000",1956,79,"3",43061740,87592324,935
"7178","P40053500000000",1958,79,"N",43065709,87591012,0
"7179","P40053700000000",1937,79,"6",43092117,88010160,311
"7180","P40053800000000",1942,79,"7",43095400,87553660,0
"7181","P40053900000000",1984,79,"6",43015648,87544526,1472
"7182","P40054300000000",1970,79,"N",42555680,87554620,0
"7183","P40054400000000",1972,79,"N",42580457,87591703,0
"7184","P40054500000000",1972,79,"N",42582624,87593741,0
"7185","P40054700000000",1954,79,"N",43060352,87591225,0
"7186","P40055000000000",1968,79,"N",43105949,87582832,0
"7187","P40055100000000",1950,79,"4",42562572,87594177,232
"7188","P40055200000000",1950,79,"4",42561637,87593635,241
"7189","P40055400000000",1990,79,"N",42580462,88031054,0
"7190","P40055500000000",1968,79,"4",42535900,87553270,481
"7191","P40055600000000",1970,79,"4",42540930,87551150,288
"7192","P40055700000000",1970,79,"4",42543290,87545390,221
"7193","P40055800000000",1970,79,"4",42542650,87551280,229
"7194","P40056400000000",1933,79,"N",42560617,88024343,278
"7195","P40056500000000",1933,79,"N",42560527,88024527,278
"7196","P40056600000000",1935,79,"5",42565818,88012362,0
"7197","P40056800000000",1950,79,"8",42594559,87573884,0
"7198","P40057000000000",1933,79,"5",43020350,88005000,0
"7199","P40057200000000",1936,79,"N",43093090,87571760,0
"7200","P40057300000000",1896,79,"9",44342609,87521120,0
"7201","P40057900000000",1967,79,"N",42580785,87563011,0
"7202","P40058000000000",1966,79,"N",42575996,87563191,0
"7203","P40058100000000",1968,79,"N",42571602,87551031,0
"7204","P40058200000000",1968,79,"N",43083573,88004362,0
"7205","P40058300000000",1968,79,"N",43082908,88000117,0
"7206","P40058400000000",1968,79,"N",43081731,88001063,0
"7207","P40058600000000",1967,79,"8",43060298,87581738,0
"7208","P40058900000000",1956,79,"4",43015196,87590610,426
"7209","P40059200000000",1962,79,"N",42573968,87550129,0
"7210","P40060100000000",1952,79,"8",43023190,87581326,0
"7211","P40062200000000",1981,79,"7",42594953,87560109,0
"7212","P40062500000000",1979,79,"6",42595055,87552544,0
"7213","P40063000000000",1961,79,"7",42592958,87570231,0
"7214","P40063200000000",1959,79,"4",43055798,87583659,791
"7215","P40063300000000",1954,79,"N",42591212,88000741,263
"7216","P40063600000000",1961,79,"3",43063560,87565768,839
"7217","P40063800000000",1954,79,"N",42585156,87595748,0
"7218","P40065300000000",1979,79,"6",43020029,87564138,0
"7219","P40065400000000",1980,79,"5",43015623,87563989,0
"7220","P40065800000000",1976,79,"0",43023602,87583590,371
"7221","P40065900000000",1972,79,"N",43085430,87583660,0
"7222","P40066500000000",2001,79,"N",43075950,87583561,0
"7223","P40066600000000",2000,79,"N",43080079,87583272,0
"7224","P40066700000000",2001,79,"N",43084858,87582972,0
"7225","P40070000000000",1935,79,"6",43101580,87564180,2318
"7226","P40070500000000",1962,79,"7",43033100,88121610,0
"7227","P40070600000000",1962,79,"7",43033100,88121610,0
"7228","P40071300000000",1934,79,"4",42555100,88014700,217
"7229","P40071700000000",1936,79,"7",42540576,87583675,0
"7230","P40071800000000",1950,79,"N",42540552,87593762,0
"7231","P40072000000000",1940,79,"N",42512923,87595131,0
"7232","P40072100000000",1934,79,"4",42554710,88014570,208
"7233","P40072300000000",1936,79,"9",42540111,87584886,312
"7234","P40073500000000",1960,79,"6",42544000,87521570,0
"7235","P40073800000000",1957,79,"7",42545000,87521650,0
"7236","P40074000000000",1931,79,"6",42544420,87510840,0
"7237","P40075000000000",1967,79,"6",43061450,87552870,0
"7238","P40075500000000",1982,79,"N",43082728,88005761,0
"7239","P40075600000000",1981,79,"N",43082283,88010859,0
"7240","P40077000000000",1976,79,"N",43023529,88032250,0
"7241","P40077100000000",1966,79,"6",43051750,88024260,336
"7242","P40077300000000",1964,79,"6",43031086,87592730,445
"7243","P40077600000000",1934,79,"5",43021945,88004478,291
"7244","P40077700000000",1933,79,"6",43023440,88003617,0
"7245","P40077800000000",1933,79,"5",43021040,88004550,0
"7246","P40079400000000",1966,79,"8",43002484,87574925,0
"7247","P40079800000000",1982,79,"N",42550470,87551080,0
"7248","P40079900000000",1977,79,"N",42531420,87552930,0
"7249","P40080100000000",1961,79,"7",43061656,87570935,0
"7250","P40080400000000",1957,79,"8",43001220,87534981,0
"7251","P40081400010000",1972,79,"N",42591800,87570800,0
"7252","P40081400020000",1972,79,"N",42591108,87570790,0
"7253","P40082300000000",1936,79,"5",43063618,87565795,0
"7254","P40082900000000",1953,79,"8",43000850,87544070,0
"7255","P40083000000000",1958,79,"5",43002915,87544029,1498
"7256","P40083300000000",1953,79,"N",42574315,87551009,0
"7257","P40083900000000",1979,79,"6",42594928,87554253,0
"7258","P40084100000000",1950,79,"N",42580121,87554497,0
"7259","P40084200000000",1938,79,"N",42592950,87561837,0
"7260","P40084400000000",1958,79,"N",42582087,87562008,0
"7261","P40084700000000",1933,79,"5",43012106,87572758,0
"7262","P40084800000000",1960,79,"6",42594663,87573583,7162
"7263","P40085000000000",1936,79,"8",43054875,87572480,0
"7264","P40085400000000",1957,79,"5",43061193,87591211,0
"7265","P40085500000000",1958,79,"N",42584101,87595200,0
"7266","P40085600000000",1939,79,"3",43012764,88000000,911
"7267","P40085900000000",1934,79,"3",43032319,87570711,632
"7268","P40086400000000",1940,79,"5",43025622,87544247,1778
"7269","P40086600000000",1932,79,"6",42594462,87563597,387
"7270","P40086800000000",1968,79,"7",43020996,87543685,0
"7271","P40087300000000",1959,79,"6",43023184,87005896,5624
"7272","P40087500000000",1926,79,"5",43031252,87341254,7074
"7273","P40087700000000",1957,79,"N",42582600,87564600,0
"7274","P40088100000000",1929,79,"7",43023000,87544652,0
"7275","P40088200000000",1952,79,"N",42590200,87571000,0
"7276","P40088600000000",1978,79,"4",43021468,87543679,1411
"7277","P40088700000000",1954,79,"N",42585300,87570200,0
"7278","P40089400000000",1955,79,"4",43064339,87562697,1130
"7279","P40089500000000",1956,79,"N",43064369,87592610,0
"7280","P40089900000000",1998,79,"N",42521222,87573806,0
"7281","P40090000000000",1988,79,"N",42581039,88034269,0
"7282","P40090100000000",1988,79,"N",42581370,88035270,0
"7283","P40090300000000",1987,79,"N",43004881,88031435,0
"7284","P41001200000000",1968,81,"6",44004524,90264134,0
"7285","P41003400000000",1931,81,"N",43492598,90324644,0
"7286","P41007300000000",1987,81,"6",43594908,90442070,0
"7287","P41008400000000",1992,81,"7",43495964,90423048,0
"7288","P41008500000000",1975,81,"6",43493960,90453900,0
"7289","P41008600000000",1980,81,"6",44042568,90321248,0
"7290","P41008700000000",1963,81,"6",44035532,90340060,0
"7291","P41010600000000",1968,81,"7",43494278,90314506,0
"7292","P41010800000000",1924,81,"4",43503282,90315262,179
"7293","P41011900000000",1933,81,"4",43455508,90330924,168
"7294","P41012000000000",1940,81,"4",43493966,90234878,156
"7295","P41012100000000",1940,81,"4",43521668,90225436,170
"7296","P41012200000000",1940,81,"6",43521830,90222514,210
"7297","P41012300000000",1933,81,"4",43522070,90212532,266
"7298","P41012800000000",1963,81,"5",43484794,90361020,0
"7299","P41013000000000",1938,81,"5",43511002,90373156,194
"7300","P41013300000000",1931,81,"6",43490312,90485886,0
"7301","P41013400000000",1978,81,"3",43435886,90293078,236
"7302","P41013600000000",1945,81,"4",43472040,90322658,235
"7303","P41014000000000",1991,81,"7",44074500,90522094,164
"7304","P41014100000000",1970,81,"6",44050546,90504170,0
"7305","P41014600000000",1992,81,"7",44034644,90484266,0
"7306","P41015000000000",1925,81,"6",43035988,90342388,0
"7307","P41015500000000",1922,81,"6",44032922,90311050,0
"7308","P41015600000000",1922,81,"6",44032010,90311344,156
"7309","P41015700000000",1920,81,"6",44005430,90305448,174
"7310","P41016100000000",1926,81,"6",44030384,90292418,0
"7311","P41016700000000",1990,81,"7",44032730,90234704,0
"7312","P41017300000000",1976,81,"6",43582316,90205112,0
